index,title,description,brand,price,rating,model
225,StyleWell Beckett Charcoal 6 ft. x 9 ft. Modern Geometric Living Room/Bedroom/Dining Room Area Rug GCEL04A-6709,"Everything you can ask for in one rug comes to life with this choice. Meet our recycled, environmentally-friendly area rugs. This special selection is composed of woven fibers that are drawn from reused materials. The same texture and durability of our regular rugs is enhanced with a feel-good environmentally-friendly purchase. Kick up those feet and unwind with our pet-friendly and easy to clean area rugs. | Highlights: Medium sized area rug with a modern design, absract pattern • Fit for high traffic area kitchen, dining room, or living room • Low thickness power loomed polypropylene spot clean indoor only",StyleWell,74.97,4.7,GCEL04A-6709
226,Home Decorators Collection Fog Sage 5 ft. 3 in. x 7 ft. Indoor Area Rug 374100,"The simplistic yet compelling rugs from the Washable Embrace Collection effortlessly serve as the exemplar representation of modern decor. The meticulously woven construction of these pieces boasts durability and will provide natural charm into your decor space. Made with Polyester in Turkey, and has Medium Pile. Spot Clean Only, One Year Limited Warranty. | Highlights: Traditional design with sage green hues, indoor only, spot clean • Pile .12 in. is great for vacuuming, family  pets • Rug pad recommended for nonslip and padding",Home Decorators Collection,154.74,4.2,374100
227,Rubbermaid Roughneck 32 Gal. Vented Black Round Trash Can with Lid 2149500,"The Rubbermaid Roughneck 32G Vented Trash Container is designed with durable materials to withstand harsh environments, cracking and denting. Venting channels allow air to flow into the container making it easier to remove bags. Built-in bag cinches are designed to hold the liner bag in place and prevent it from collapsing into the can. The container's easy-grip handles make it convenient to move around as needed and features built-in tether holes for optional attachment of the lid to the container to prevent losing the lid. | Highlights: Venting channels make it easier to remove bags • Snap-fit lid resists the elements and keeps animals out • Easy grip handles for convenient carry",Rubbermaid,29.97,4.4,2149500
228,Milwaukee SHOCKWAVE Impact Duty 1 in. Square #2 Alloy Steel Insert Bit (10-Pack) 48-32-5008,"The MILWAUKEE SHOCKWAVE 1"" Impact #2 Square Drive Bits are engineered to be the Most Durable, Best Fitting driver bits on the market. The Wear Guard Tip delivers increased wear resistance which protects the fit over the life of the bit. The Shockzone is optimized for for each tip type and length of driver bit to absorb peak torque and prevent breaking. The Custom Alloy76 has a customized steel and heat treatment per tip type to extend the life of the driver bits, providing up to 50X life vs. competitive impact driver bits. SHOCKWAVE driver bits are built to deliver extreme durability for the most demanding applications. | Highlights: Wear Guard Tip protects fit over bit life • Optimized Shockzone is unique per tip type and prevents breaking • Custom Alloy76 Steel is heat treated to extend bit life",Milwaukee,9.97,4.6,48-32-5008
229,DEWALT MAXFIT ULTRA 3-1./2 in. Phillips 3 Steel Screwdriving Bit DWAF3PH3-1H,"Featuring an ANTI-SNAP design, MAX FIT ULTRA screwdriving bits are reengineered to deliver up to 800 more screws per bit on select SKUs (select SKUs versus standard DEWALT PH2 screwdriving bits. Driving screws into MDF material). These improved screwdriving accessories also offer precision fitment for accurate driving. MAX FIT ULTRA screwdriving accessories are built to last and can handle rigorous applications. | Highlights: Protection Plans",DEWALT,3.97,4.5,DWAF3PH3-1H
230,DEWALT 3.5 in. MAXFIT SQ2 Bit Tip DWA3SQ2-1,"DEWALT MAXFIT Screw driving bits are the perfect way to maximize your DEWALT power tool system. Featuring the 10X Magnetic Screw Lock System, the MAXFIT bits are ideal for use in impact drivers and drill/drivers. Each bit features a precision-machined tip for ideal fit in screw head recesses, resulting in less stripped screws. The Magnetic Screw Lock System holders and sleeve feature a floating ring magnet for fastener retention. | Highlights: Precision-machined tips reduce stripped screws • Magnetic screw lock system facilitates secure fastening • Protection Plans",DEWALT,3.86,4.0,DWA3SQ2-1
231,DEWALT MAXFIT ULTRA 1 in. T25 Steel Screwdriving Bits (2-Pack) DWAF1TX25-2H,"Featuring an ANTI-SNAP design, MAX FIT ULTRA screwdriving bits are reengineered to deliver up to 800 more screws per bit on select SKUs (select SKUs versus standard DEWALT PH2 screwdriving bits. Driving screws into MDF material). These improved screwdriving accessories also offer precision fitment for accurate driving. MAX FIT ULTRA screwdriving accessories are built to last and can handle rigorous applications. | Highlights: Protection Plans",DEWALT,3.97,4.5,DWAF1TX25-2H
232,DEWALT MAXFIT ULTRA 3/8 in. Carbon Steel Drive Socket Set (6-Piece) with 1/4 in. Adapter DWAFSFS6,"The DEWALT Max Impact 6-Piece Socket Set includes five 3/8 in. Drive Sockets (3/8 in., 7/16 in., 1/2 in., 9/16 in. and 5/8 in.). Set also includes1/4 in. Hex Socket Adapter. The DWASFSMI6 features 2-position sockets, locking in a straight position or 15° pivoted position. | Highlights: 2-position feature that can lock straight or pivoted • 5 sizes included with 14 in. adapter • Designed for use in Impact Drivers.",DEWALT,19.97,4.7,DWAFSFS6
233,Delta Greenwich II 18 in. Wall Mount Towel Bar Bath Hardware Accessory in Brushed Nickel GRE18-BN,"The Greenwich II Bath Collection from Delta takes a cue from the iconic look of American casual decor. Mixing traditional form and subtle detailing, it creates a look that is everyday chic. This 18 in. towel bar holds a single towel or two hand towels to utilize wall-mounted storage. Complete your space with coordinating pieces from the full collection (sold separately). | Highlights: Towel holder features concealed mounting hardware • Delta 18 bathroom towel bar in spotshield brushed nickel • Rust-resistant steel and zinc bathroom accessory",Delta,23.98,4.6,GRE18-BN
234,Coolaroo Oatmeal Cordless Light Filtering Fade Resistant Fabric Exterior Roller Shade 96 in. W x 72 in. L 458379,"Coolaroo Spring Operated 80% UV Protection Outdoor Roller Shades feature our unique high density polyethylene (HDPE) knitted fabric that provides sun protection, cooling capabilities and weather resistant technology to provide you with the ideal outdoor shade product. Perfect for any outdoor space, these shades work well with windows, porches, pergolas, decks, patios and gazebos providing shelter from the sun in a comfortable cooling environment. This patented knitted fabric blocks up to 80% of damaging UV rays ensuring you and yours are protected, safe and comfortable at all times. The tight knit construction of our HDPE fabric ensures protection against fading, mold and mildew while continuing to block the sun's harmful rays. These roller shades are also a great way to keep your indoor and outdoor furniture and decorations from fading due to the UV blockage and shade inducing capabilities. Coolaroo outdoor roller sun shades provide a fresh, unique and stylish addition to any decor whether it be indoor or outdoor. | Highlights: Durable knitted fabric resistant to fading, mold and mildew • Blocks up to 80 of harmful UV rays while reducing heat and glare • Easy self-retracting operation with customized speed",Coolaroo,92.98,4.1,458379
235,Coolaroo Brown Cordless Light Filtering Fade Resistant Polypropylene Exterior Roller Shade 96 in. W x 72 in. L 458348,"Coolaroo Spring Operated 80% UV Protection Outdoor Roller Shades feature our unique high density polyethylene (HDPE) knitted fabric that provides sun protection, cooling capabilities and weather resistant technology to provide you with the ideal outdoor shade product. Perfect for any outdoor space, these shades work well with windows, porches, pergolas, decks, patios and gazebos providing shelter from the sun in a comfortable cooling environment. This patented knitted fabric blocks up to 80% of damaging UV rays ensuring you and yours are protected, safe and comfortable at all times. The tight knit construction of our HDPE fabric ensures protection against fading, mold and mildew while continuing to block the sun's harmful rays. These roller shades are also a great way to keep your indoor and outdoor furniture and decorations from fading due to the UV blockage and shade inducing capabilities. Coolaroo outdoor roller sun shades provide a fresh, unique and stylish addition to any decor whether it be indoor or outdoor. | Highlights: Durable knitted fabric resistant to fading, mold and mildew • Blocks up to 80 of harmful UV rays while reducing heat and glare • Easy self-retracting operation with customized speed",Coolaroo,92.98,4.1,458348
236,Hampton Bay Commercial Wall-Mount Hose Reel 709,"The versatile 709 hose reel is a heavy-duty, solid wall mounted reel, it also anchors to the lawn or you can add the rubber bumpers for a nonskid floor mount. Made of tough 13-Gauge steel with an industrial strength powder coat finish. 1 year limited Warranty. | Highlights: Features a crank handle for easy rolling of your hose • Easily mounts to the wall for elevated storage • Camel color coordinates with most home exteriors",Hampton Bay,104.54,4.4,709
